[ERROR] Fraude detectado en la transaccion ID: 1 Monto: 58981.89
[ERROR] Fraude detectado en la transaccion ID: 6 Monto: 79074.59
[ERROR] Fraude detectado en la transaccion ID: 7 Monto: 74143.55
[ERROR] Fraude detectado en la transaccion ID: 8 Monto: 51714.92
[ERROR] Fraude detectado en la transaccion ID: 9 Monto: 93340.16
[ERROR] Fraude detectado en la transaccion ID: 10 Monto: 98323.22
[ERROR] Fraude detectado en la transaccion ID: 11 Monto: 55924.55
[ERROR] Fraude detectado en la transaccion ID: 16 Monto: 116416.61
[ERROR] Fraude detectado en la transaccion ID: 17 Monto: 75192.34
[ERROR] Fraude detectado en la transaccion ID: 18 Monto: 75403.48
[ERROR] Fraude detectado en la transaccion ID: 23 Monto: 78445.68
[ERROR] Fraude detectado en la transaccion ID: 24 Monto: 64308.95
[ERROR] Fraude detectado en la transaccion ID: 26 Monto: 83485.91
[ERROR] Fraude detectado en la transaccion ID: 27 Monto: 77842.46
[ERROR] Fraude detectado en la transaccion ID: 28 Monto: 85194.42
[ERROR] Fraude detectado en la transaccion ID: 31 Monto: 80239.68
[ERROR] Fraude detectado en la transaccion ID: 32 Monto: 59972.39
[ERROR] Fraude detectado en la transaccion ID: 33 Monto: 56781.07
[ERROR] Fraude detectado en la transaccion ID: 35 Monto: 88051.06
[ERROR] Fraude detectado en la transaccion ID: 37 Monto: 72184.61
[ERROR] Fraude detectado en la transaccion ID: 40 Monto: 79686.83
[ERROR] Fraude detectado en la transaccion ID: 44 Monto: 57232.27
[ERROR] Fraude detectado en la transaccion ID: 48 Monto: 54640.12
[ERROR] Fraude detectado en la transaccion ID: 49 Monto: 61343.98
[ERROR] Fraude detectado en la transaccion ID: 50 Monto: 79119.1
[ERROR] Fraude detectado en la transaccion ID: 51 Monto: 90487.23
[ERROR] Fraude detectado en la transaccion ID: 52 Monto: 63819.5
[ERROR] Fraude detectado en la transaccion ID: 56 Monto: 67017.43
[ERROR] Fraude detectado en la transaccion ID: 58 Monto: 69512.49
[ERROR] Fraude detectado en la transaccion ID: 59 Monto: 54882.2
[ERROR] Fraude detectado en la transaccion ID: 62 Monto: 53690.91
[ERROR] Fraude detectado en la transaccion ID: 63 Monto: 78506.87
